company,contact,phone,street,city,state,zip,website,notes,detail_url
Offerle Coop Grain & Supply Co.,,620-659-2165,222 E. Santa Fe,Offerle,KS,67563,http://www.offerle.coop,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Offerle Coop Grain & Supply Co. Josh Schmitt 620-659-2165 222 E. Santa Fe Offerle KS 67563 http://www.offerle.coop Send Offerle Coop Grain & Supply Co. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Offerle-Coop-Grain-&-Supply-Co-404
OK Coop Grain Co.,,620-825-4212,602 Main 130 Main,Burlington,OK,73722,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back OK Coop Grain Co. 620-825-4212 602 Main 130 Main Burlington OK 73722 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/OK-Coop-Grain-Co-379
OK Coop Grain Co.,,620-825-4212,404 W. Main,Hazelton,KS,67061,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back OK Coop Grain Co. 620-825-4212 404 W. Main Hazelton KS 67061 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/OK-Coop-Grain-Co-864
OK Coop Grain Co.,,620-296-4431,25.30.1,Kiowa,KS,67070,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back OK Coop Grain Co. 620-296-4431 P.O. Box 144 201 W. Osage Kiowa KS 67070 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/OK-Coop-Grain-Co-865
OK Coop Grain Co.,,620-239-4262,404 W. Main,Hazelton,KS,67061,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back OK Coop Grain Co. 620-239-4262 404 W. Main Hazelton KS 67061 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/OK-Coop-Grain-Co-867
Ottawa Coop Assn.,,785-242-5170,12/30/2025,Ottawa,KS,66067,http://www.ottawacoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. Clark Wenger 785-242-5170 P.O. Box 680 302 N. Main Ottawa KS 66067 http://www.ottawacoop.com Send Ottawa Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn-408
Ottawa Coop Assn. - Edgerton,,913-882-6251,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. - Edgerton 913-882-6251 P.O. Box 680 1002 N. 2nd St. Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn---Edgerton-563
Ottawa Coop Assn. - Melvern,,785-549-3513,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. - Melvern 785-549-3513 P.O. Box 680 402 NE Emporia Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn---Melvern-932
Ottawa Coop Assn. - Midland,,785-841-5331,25.30.1,Ottawa,KS,66067,,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. - Midland 785-841-5331 P.O. Box 680 1419 N. 1941 Diagonal Road, Lawrence 66044 Ottawa KS 66067 © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn---Midland-877
Ottawa Coop Assn. - North Lawrence,,,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. - North Lawrence P.O. Box 680 325 Locust St. Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn---North-Lawrence-878
Ottawa Coop Assn. - Pauline,,785-862-8605,25.30.1,Ottawa,KS,66067,,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. - Pauline 785-862-8605 P.O. Box 680 5917 SW Topeka Blvd., Topeka 66619 Ottawa KS 66067 © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn---Pauline-880
Ottawa Coop Assn. - Scranton,,785-793-2296,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. - Scranton 785-793-2296 P.O. Box 680 305 S East Street Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn---Scranton-879
Ottawa Coop Assn. - South Lawrence,,785-841-7583,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn. - South Lawrence 785-841-7583 P.O. Box 680 20th & Moodie Road Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn---South-Lawrence-1491
Ottawa Coop Assn.- Burlington,,620-364-8061,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn.- Burlington 620-364-8061 P.O. Box 680 1202 Neosho Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn--Burlington-930
Ottawa Coop Assn.-Burlingame,,785-654-3611,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn.-Burlingame 785-654-3611 P.O. Box 680 246 S. Kansas Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn-Burlingame-873
Ottawa Coop Assn.-Burlingame South,,785-654-3130,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn.-Burlingame South 785-654-3130 P.O. Box 680 6795 W. 181st. St. Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn-Burlingame-South-1536
Ottawa Coop Assn.-Leloup,,785-883-4256,25.30.1,Ottawa,KS,66067,,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn.-Leloup 785-883-4256 P.O. Box 680 3950 Texas Road, Wellsville Ottawa KS 66067 © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn-Leloup-1538
Ottawa Coop Assn.-Overbrook,,785-665-7143,25.30.1,Ottawa,KS,66067,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ottawa Coop Assn.-Overbrook 785-665-7143 P.O. Box 680 114 Maple Ottawa KS 66067 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ottawa-Coop-Assn-Overbrook-565
Palmer Grain Inc.,,785-692-4516,208 N. Nodeau,Palmer,KS,66962,http://www.palmergrain.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Palmer Grain Inc. Brad Beier 785-692-4516 208 N. Nodeau Palmer KS 66962 http://www.palmergrain.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Palmer-Grain-Inc-179
Pawnee County Coop Assn.,,620-564-2773,650 E. Barton Co. Road,Great Bend,KS,67530,http://www.pawneecoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pawnee County Coop Assn. 620-564-2773 650 E. Barton Co. Road Great Bend KS 67530 http://www.pawneecoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pawnee-County-Coop-Assn-658
Pawnee County Coop Assn.,,620-569-2266,25.30.1,Garfield,KS,67529,www.pawneecoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pawnee County Coop Assn. 620-569-2266 P.O. Box 198 400 US Hwy. 56 Garfield KS 67529 www.pawneecoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pawnee-County-Coop-Assn-596
Pawnee County Coop Assn.,,620-285-2161,12/30/2025,Larned,KS,67550,www.pawneecoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pawnee County Coop Assn. Shane Eck 620-285-2161 P.O. Box 50 103 E. 3rd Larned KS 67550 www.pawneecoop.com Send Pawnee County Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pawnee-County-Coop-Assn-382
Pawnee County Coop Assn.,,620-348-3295,25.30.1,Macksville,KS,67557,www.pawneecoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pawnee County Coop Assn. 620-348-3295 Box 204 534 N. Main Macksville KS 67557 www.pawneecoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pawnee-County-Coop-Assn-871
PCA,,417-922-1234,227 South Broadway,Moundville,MO,64771,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back PCA 417-922-1234 227 South Broadway Moundville MO 64771 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/PCA-1817
Pepper Maintenance,,309-392-1600,25.30.1,Minier,IL,61759,http://www.peppermaintenance.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pepper Maintenance 309-392-1600 P.O. Box 823 108 W. Stringtown Road Minier IL 61759 http://www.peppermaintenance.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pepper-Maintenance-1231
Phillips Seed Farms Inc.,,785-949-2204,980 Hwy. 15,Hope,KS,67451,http://www.phillipsseed.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Phillips Seed Farms Inc. Jordan Huggans 785-949-2204 980 Hwy. 15 Hope KS 67451 http://www.phillipsseed.com Send Phillips Seed Farms Inc. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Phillips-Seed-Farms-Inc-1273
Piqua Farmers Coop Assn.,,620-468-2535,201 S. Washington,Piqua,KS,66761,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Piqua Farmers Coop Assn. Keven Day 620-468-2535 201 S. Washington Piqua KS 66761 Send Piqua Farmers Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Piqua-Farmers-Coop-Assn-183
Pratt Feeders LLC,,620-672-6448,12/30/2025,Pratt,KS,67124,http://www.prattfeeders.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pratt Feeders LLC Taylor Hughes 620-672-6448 P.O. Box 945 40010 NW 20th Ave. Pratt KS 67124 http://www.prattfeeders.com Send Pratt Feeders LLC A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pratt-Feeders-LLC-187
Pride Ag Resources,,620-593-4335,908 W. Frontview 100 Hwy 56,Dodge City,KS,67801,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-593-4335 908 W. Frontview 100 Hwy 56 Dodge City KS 67801 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-196
Pride Ag Resources,,620-225-4193,908 W Frontview,Dodge City,KS,67801,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-225-4193 908 W Frontview Dodge City KS 67801 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-340
Pride Ag Resources,,620-697-2135,908 W. Frontview 820 Border Ave.,Dodge City,KS,67801,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-697-2135 908 W. Frontview 820 Border Ave. Dodge City KS 67801 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-342
Pride Ag Resources,,785-848-2224,101 S. Main,Beeler,KS,67518,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 785-848-2224 101 S. Main Beeler KS 67518 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-441
Pride Ag Resources,,620-865-2200,19502 Hwy. 56,Cimarron,KS,67835,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-865-2200 19502 Hwy. 56 Cimarron KS 67835 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1023
Pride Ag Resources,,620-865-4121,706 Bent,Ensign,KS,67841,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-865-4121 706 Bent Ensign KS 67841 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1024
Pride Ag Resources,,620-369-2212,25.30.1,Ford,KS,67842,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-369-2212 Box 148 Ford KS 67842 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1026
Pride Ag Resources,,620-855-3421,25.30.1,Cimarron,KS,67835,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-855-3421 Box 508 122 S. Main Cimarron KS 67835 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1028
Pride Ag Resources,,620-623-2115,25.30.1,Hanston,KS,67849,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-623-2115 Box 157 Hanston KS 67849 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1029
Pride Ag Resources,,620-227-2683,25.30.1,Dodge City,KS,67801,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-227-2683 RR 2 Dodge City KS 67801 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1031
Pride Ag Resources,,620-335-5101,102 N. Main,Ingalls,KS,67853,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-335-5101 102 N. Main Ingalls KS 67853 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1032
Pride Ag Resources,,620-357-8314,1220 Main St.,Jetmore,KS,67854,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-357-8314 1220 Main St. Jetmore KS 67854 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1034
Pride Ag Resources,,620-855-3591,156 Hwy.,Kalvesta,KS,67856,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-855-3591 156 Hwy. Kalvesta KS 67856 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1036
Pride Ag Resources,,620-369-2320,25.30.1,Kingsdown,KS,67858,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-369-2320 Box 26 Kingsdown KS 67858 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1039
Pride Ag Resources,,620-846-2231,25.30.1,Montezuma,KS,67867,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-846-2231 P.O. Box 456 103 Texcoco Montezuma KS 67867 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-1040
Pride Ag Resources,,620-527-4240,25.30.1,Burdett,KS,67523,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-527-4240 Box 50 Burdett KS 67523 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-870
Pride Ag Resources,,620-593-4833,"908 W. Frontview St. 2305 County Road Z, Rolla 67954",Dodge City,KS,67801,,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-593-4833 908 W. Frontview St. 2305 County Road Z, Rolla 67954 Dodge City KS 67801 © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-773
Pride Ag Resources,,620-592-2741,908 W. Frontview 1060 County Road U,Dodge City,KS,67801,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pride Ag Resources 620-592-2741 908 W. Frontview 1060 County Road U Dodge City KS 67801 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pride-Ag-Resources-775
Pro-Ag Marketing Assn.,,785-476-2211,25.30.1,Kensington,KS,66951,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Pro-Ag Marketing Assn. 785-476-2211 Kensington KS 66951 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Pro-Ag-Marketing-Assn-1502
"Producer Ag, LLC",,620-904-4473,25.30.1,Sterling,KS,67579,www.mkcoop.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Producer Ag, LLC 620-904-4473 Rice County 1856 State Road 14 Sterling KS 67579 www.mkcoop.com © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Producer-Ag,-LLC-1594"
"Producer Ag, LLC",,620-345-3560,12/30/2025,Moundridge,KS,67107,www.producerag.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Producer Ag, LLC Mike Tate 620-345-3560 Box 380 Moundridge KS 67107 www.producerag.com Send Producer Ag, LLC A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Producer-Ag,-LLC-1220"
ProValue Insurance,,620-662-5406,25.30.1,Hutchinson,KS,67504,www.provalueinsurance.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back ProValue Insurance 620-662-5406 P.O. Box 1747 1515 East 30th, 67502 Hutchinson KS 67504 www.provalueinsurance.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/ProValue-Insurance-466
Purefield Ingredients,,785-483-1090,1030 East 15th St.,Russell,KS,67665,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Purefield Ingredients 785-483-1090 1030 East 15th St. Russell KS 67665 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Purefield-Ingredients-1565
R.J. O'Brien,,515-221-3781,"2600 Westown Parkway, Ste 300",West Des Moines,IA,50265,www.rjobrien.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back R.J. O'Brien 515-221-3781 2600 Westown Parkway, Ste 300 West Des Moines IA 50265 www.rjobrien.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/RJ-O'Brien-1430
Ragland Mills Inc.,,417-451-2510,14079 Hammer Road,Neosho,MO,64850,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ragland Mills Inc. 417-451-2510 14079 Hammer Road Neosho MO 64850 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ragland-Mills-Inc-173
Randall Farmes Coop Union,,785-428-3444,620 N. Sheridan,Jewell,KS,66949,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Randall Farmes Coop Union 785-428-3444 620 N. Sheridan Jewell KS 66949 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Randall-Farmes-Coop-Union-598
Reading Grain & Lumber Inc.,,620-699-3842,121 Franklin,Reading,KS,66868,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Reading Grain & Lumber Inc. Brent Jones 620-699-3842 121 Franklin Reading KS 66868 Send Reading Grain & Lumber Inc. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Reading-Grain-&-Lumber-Inc-137
RED Restoration,,402-947-1162,9510 Thornwood Circle,Lincoln,NE,68512,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back RED Restoration 402-947-1162 9510 Thornwood Circle Lincoln NE 68512 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/RED-Restoration-1862
Reif Welding & Construction LLC,,785-434-7120,25.30.1,Plainville,KS,67663,http://www.reifwelding.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Reif Welding & Construction LLC 785-434-7120 P.O. Box J 2850 Hwy. 183 Plainville KS 67663 http://www.reifwelding.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Reif-Welding-&-Construction-LLC-1305
Rolfes @ Boone,,515-432-2010,25.30.1,Boone,IA,50036,www.rolfesatboone.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Rolfes @ Boone 515-432-2010 P.O. Box 369 1773 219th Lane Boone IA 50036 www.rolfesatboone.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Rolfes-@-Boone-1228
Rubber Supply Inc.,,316-265-3257,25.30.1,"Box 2775 1111 East 1st, Wichita,",KS,67214,www.mcos.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Rubber Supply Inc. 316-265-3257 Box 2775 1111 East 1st, Wichita, KS 67214 Wichita KS 67201 www.mcos.com © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Rubber-Supply-Inc-241
Salina Scale Sales & Service Inc.,,785-827-4480,415 N. 9th,Salina,KS,67401,www.salinascale.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Salina Scale Sales & Service Inc. 785-827-4480 415 N. 9th Salina KS 67401 www.salinascale.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Salina-Scale-Sales-&-Service-Inc-175
Schoen Fumigation Inc.,,785-282-6006,25.30.1,Smith Center,KS,66967,www.schoenfumigation.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Schoen Fumigation Inc. 785-282-6006 P.O. Box 306 21082 Hwy. 281 Smith Center KS 66967 www.schoenfumigation.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Schoen-Fumigation-Inc-142
"Schwend Logistics, Inc.",,352-588-2220,28945 Johnston Rd,Dade City,FL,33523,www.schwendinc.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Schwend Logistics, Inc. 352-588-2220 28945 Johnston Rd Dade City FL 33523 www.schwendinc.com © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Schwend-Logistics,-Inc-1978"
Scott Coop Assn.,,620-375-4000,1120 W. County Road P 1/2,Leoti,KS,67871,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Scott Coop Assn. 620-375-4000 1120 W. County Road P 1/2 Leoti KS 67871 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Scott-Coop-Assn-1503
Scott Coop Assn.,,620-872-2845,272 Modoc Lane,Modoc,KS,67866,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Scott Coop Assn. 620-872-2845 272 Modoc Lane Modoc KS 67866 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Scott-Coop-Assn-47
Scott Coop Assn.,,620-872-2994,25.30.1,Scott City,KS,67871,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Scott Coop Assn. 620-872-2994 P.O. Box 350 191 Grigston Lane Scott City KS 67871 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Scott-Coop-Assn-1166
Scott Cooperative,,620-872-3082,25.30.1,Scott City,KS,67871,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Scott Cooperative 620-872-3082 P.O. Box 350 5040 N. Venison Road Scott City KS 67871 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Scott-Cooperative-1167
Scott Cooperative,,620-872-5541,11910 N. Cherokee,Scott City,KS,67871,http://www.scottcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Scott Cooperative 620-872-5541 11910 N. Cherokee Scott City KS 67871 http://www.scottcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Scott-Cooperative-1216
